  objname                       	   mod0 	     vgsr 	dist
  NGC4037                       	30.7	864	13803843
  NGC4152                       	32.65	2112	33884416
  IC3074                        	32.75	1913	35481339
  NGC4197                       	31.99	1997	25003454
  PGC039159                     	29.83	2027	9246982
  NGC4205                       	30.94	1549	15417005
  NGC4255                       	32.29	1893	28707806
  IC3148                        	31.91	2406	24099054
  NGC4273                       	32.23	2297	27925438
  NGC4260                       	32.8	1709	36307805
  NGC4287                       	32.28	2060	28575905
  NGC4309                       	32.13	969	26668587
  PGC040115                     	31.86	1030	23550493
  IC3258                        	30.54	-486	12823306
  NGC4377                       	31.22	1311	17538805
  NGC4391                       	31.88	1436	23768403
  NGC4390                       	32.09	1036	26181830
  UGC07512                      	30.37	1417	11857687
  PGC040636                     	31.2	2429	17378008
  NGC4445                       	31.28	285	18030177
  UGC07557                      	30.98	861	15703628
  UGC07580                      	31	538	15848932
  PGC041156                     	31.12	391	16749429
  IC3517                        	30.99	380	15776113
  NGC4528                       	30.97	1315	15631476
  IC3490                        	31.09	189	16519618
  PGC041994                     	33.13	711	42266861
  IC3576                        	31.11	1005	16672472
  PGC042046                     	30.98	1360	15703628
  IC3602                        	31.21	1216	17458222
  NGC4608                       	31.53	1787	20230192
  PGC042884                     	31.07	848	16368165
  NGC4758                       	30.65	1212	13489629
  UGC08114                      	32.14	1965	26791683
  IC3957                        	35.38	6374	119124201
  NGC4842:                      	35.42	7246	121338885
  IC4213                        	31.52	860	20137242
  NGC5016                       	33.33	2617	46344692
  NGC5193                       	33.23	3567	44258837
  NGC5348                       	31.01	1425	15922087
  UGC09401                      	35.21	5679	110153931
  UGC09279                      	33.99	4162	62805836
  IC4536                        	31.7	2239	21877616
  UGC10014                      	32.95	1193	38904514
  NGC6750                       	33.02	3904	40179081
  UGC11816                      	34.26	4900	71121351
  PGC069284                     	35.13	7285	106169556
  NGC7259                       	31.52	1761	20137242
  PGC083454                     	35.95	11328	154881662
  PGC091621                     	34.46	6708	77983011
  PGC091661                     	35.04	5805	101859139
  PGC093031                     	33.39	3622	47643099
  PGC166163                     	28.59	428	5223962
  PGC166193                     	28.64	357	5345644
  PGC343503                     	35.89	10346	150660707
  PGC643983                     	36.22	15987	175388050
  PGC906205                     	34.2	4593	69183097
  PGC1210567                    	33.55	6058	51286138
  PGC2798871                    	33.02	       -  	40179081
  PGC2802594                    	24.42	       -  	765597
  PGC3097113                    	28.79	374	5727960
  PGC3111932                    	38.78	46670	570164272
  SDSSJ085112.11+275248.1       	29.64	345	8472274
  [CKT2009]D0959+68             	28.13	-80	4226686
  SDSSJ215546.40+003536.7       	40.09	79038	1042317429
  SDSSJ215440.79+002448.4       	39.48	66181	787045790
  SDSSJ223031.48-003009.6       	39.79	84492	907820530
  SDSSJ230102.97-001226.5       	40.32	91617	1158777356
  SDSSJ232021.45-002059.2       	40.59	105029	1312199899
  SDSSJ122852.81-000540.1       	42.51	185778	3176874071
  [GC96]J082443.49-002106.2     	41.36	113765	1870682140
  SDSSJ010208.65-005246.8       	39.22	57450	698232404
  PICTORIS1                     	20.4	       -  	120226
  ANTLIAB                       	25.56	164	1294196
  IC0755                        	31.27	1469	17947336
  NGC4045                       	32.56	1867	32508730
  [SBS2017]D1005+68             	28	       -  	3981072
  ESO383-032                    	35.09	7067	104231743
  IC1151                        	33.44	2265	48752849
  PGC000465                     	36.19	11677	172981636
  PGC002964                     	33.2	5127	43651583
  ESO466-036                    	33.76	2418	56493697
  IC5270                        	31.96	1932	24660393
  NGC0522                       	32.95	2822	38904514
  IC5269                        	32.02	2034	25351286
  ESO320-004                    	31.54	2645	20323570
  ESO440-004                    	32.65	1660	33884416
  NGC5054                       	30.86	1630	14859356
  PGC046261                     	33.1	2529	41686938
  IC0101                        	32.72	2486	34994517
  NGC4701                       	31.16	650	17060824
  NGC1051                       	31.65	1286	21379621
  NGC1331                       	31.8	1127	22908677
  NGC1827                       	30.2	865	10964782
  NGC3936                       	31.4	1840	19054607
  ESO504-024                    	31.84	1717	23334581
  ESO440-011                    	28.44	1757	4875285
  NGC4630                       	30.99	662	15776113
  NGC4600                       	29.83	758	9246982
  ESO404-018                    	32.42	2304	30478950
  NGC7418                       	31.1	1451	16595869
  IC5269B                       	31.59	1671	20796967
  NGC7418A                      	32.71	2109	34833732
  UGC06891                      	34.62	6708	83945999
  UGC07016                      	35.28	7221	113762729
  UGC07133                      	34.03	2533	63973484
  UGC07890                      	35.01	7518	100461579
  PANDAS48                      	24.57	-96	820352
  UGC07639                      	29.42	446	7655966
  NGC3769                       	31.06	768	16292960
  UGC06773                      	30.78	982	14321879
  UGC06399                      	31.54	848	20323570
  NGC3726                       	30.64	907	13427650
  NGC3877                       	30.84	952	14723125
  NGC3893                       	31.3	1016	18197009
  NGC3949                       	31.34	853	18535316
  UGC06894                      	31.34	928	18535316
  NGC3972                       	31.51	933	20044720
  UGC06917                      	31.48	975	19769696
  NGC3985                       	31.05	1039	16218101
  NGC4013                       	31.37	877	18793168
  NGC4010                       	31.26	958	17864876
  IC0750                        	32.75	740	35481339
  UGC06983                      	31.64	1152	21281390
  NGC4085                       	31.41	849	19142559
  UGC07089                      	30.34	814	11694994
  UGC07094                      	30.15	812	10715193
  NGC4102                       	31.31	920	18281002
  NGC4157                       	31.11	845	16672472
  NGC4183                       	31.11	966	16672472
  NGC4217                       	31.34	1063	18535316
  UGC12054                      	32.83	2232	36812897
  NGC2713                       	34.38	3752	75162289
  NGC3592                       	31.56	1228	20511622
  UGC05129                      	33.81	3990	57809605
  ESO471-006                    	28.2	275	4365158
  IC1574                        	28.46	375	4920395
  NGC0059                       	28.45	396	4897788
  NGC3443                       	32.12	1032	26546056
  NGC0247                       	27.85	172	3715352
  FORNAX_UFD1                   	31.37	       -  	18793168
  PGC138451                     	29.47	478	7834296
  UGC11411                      	29.09	296	6576578
  LEOT                          	23.09	-58	414954
  NGC7407                       	34.95	6634	97723722
  UGC12807                      	36.48	12533	197696964
  PGC091787                     	34.53	5416	80537844
  UGC05347                      	33.02	2001	40179081
  UGC12707                      	32.7	2770	34673685
  UGC04565                      	34.73	3931	88307990
  UGC00536                      	34.48	5012	78704579
  NGC0489                       	33.28	2606	45289758
  PGC166063                     	29.69	486	8669619
  PGC090795                     	35.65	6808	134896288
  PGC090800                     	36.77	13625	225943577
  PGC086633                     	34.99	3695	99540542
  NGC3951                       	34.53	6422	80537844
  NGC4544                       	31.05	1076	16218101
  PGC083663                     	35.84	6635	147231250
  NGC5117                       	32.64	2418	33728731
  NGC5240                       	33.15	2287	42657952
  NGC7290                       	33.08	3087	41304750
  PGC085512                     	35.79	8220	143879858
  UGC00040                      	35.02	7688	100925289
  UGC00132                      	31.56	1815	20511622
  UGC04060                      	34.19	4570	68865230
  UGC04559                      	33.22	2027	44055486
  UGC05020                      	32.53	1591	32062693
  PGC036779                     	35.36	6108	118032064
  PGC043164                     	33.02	6624	40179081
  UGC08161                      	34.88	6663	94623716
  PGC051854                     	37.21	12185	276694165
  PGC070927                     	33.48	3732	49659232
  UGC02364                      	34.61	5451	83560302
  UGC01500                      	32.4	2524	30199517
  NGC7562A                      	33.02	3652	40179081
  PGC090815                     	34.12	2426	66680677
  IC2219                        	34.12	5166	66680677
  IC0842                        	34.99	7291	99540542
  NGC5032                       	35.63	6418	133659552
  NGC5806                       	31.58	1358	20701413
  PGC2802582                    	24.35	-194	741310
  PGC3084796                    	23.98	-67	625173
  UGC00549                      	34.29	6223	72110748
  UGC02982                      	33.35	5276	46773514
  UGC03070                      	32.29	2449	28707806
  UGC03420                      	34.44	5244	77268059
  PGC019975                     	32.83	3371	36812897
  UGC04054                      	32.16	2054	27039584
  UGC04777                      	32.53	2006	32062693
  NGC6462                       	36.17	11715	171395731
  UGC06879                      	32.53	2272	32062693
  NGC6695                       	35.28	5703	113762729
  PGC3097693                    	31.39	1787	18967059
  NGC3912                       	31.49	1765	19860949
  NGC7347                       	32.43	2407	30619634
  ESO215-009                    	28.69	379	5470160
  PGC2815820                    	27.33	       -  	2924152
  PGC2815822                    	27.93	       -  	3854784
  PGC2815823                    	27.95	       -  	3890451
  NGC5938                       	32.12	3361	26546056
  PGC2793261                    	33.6	4637	52480746
  PGC2793266                    	34.37	5429	74816950
  PGC2793272                    	34.13	4225	66988461
  PGC2793273                    	34.02	5405	63679552
  PGC2793294                    	34.6	5720	83176377
  PGC2793297                    	33.45	4560	48977882
  PGC2793300                    	34.61	4468	83560302
  PGC2793302                    	33.28	5717	45289758
  PGC2793304                    	34.35	5175	74131024
  PGC2793305                    	35.19	4930	109144034
  PGC2793306                    	33.61	3942	52722986
  PGC2793309                    	34.97	5229	98627949
  PGC2793310                    	34.03	6133	63973484
  PGC2793313                    	34	4724	63095734
  PGC2793323                    	34.63	4704	84333476
  PGC2793324                    	34.74	6134	88715601
  PGC2793326                    	34.21	5307	69502432
  PGC2793329                    	34.17	3370	68233869
  PGC2793332                    	33.93	5429	61094202
  PGC2793338                    	33.96	4804	61944108
  PGC2793347                    	34.61	3943	83560302
  PGC2793348                    	33.91	6133	60534087
  PGC2793352                    	33.4	4475	47863009
  PGC3077814                    	34.04	5270	64268772
  PGC3078024                    	34.51	3908	79799469
  PGC3080012                    	34.17	4940	68233869
  ESO409-015                    	29.7	749	8709636
  ESO540-031                    	27.62	309	3341950
  PGC016389                     	29.21	488	6950243
  PGC018431                     	29.92	582	9638290
  ESO490-017                    	29.01	309	6338697
  UGC03600                      	30.06	408	10280163
  UGC03755                      	29.43	207	7691304
  ESO059-001                    	28.33	316	4634469
  PGC043072                     	29.92	1085	9638290
  IC4870                        	29.65	780	8511380
  ESO461-036                    	29.22	470	6982324
  PGC166065                     	28.52	280	5058247
  PGC166159                     	29.59	       -  	8279422
  PGC592761                     	28.49	341	4988845
  PGC677373                     	28.24	453	4446313
  PGC683190                     	28.74	509	5597576
  PGC2806961                    	29.91	228	9594006
  [CKT2009]D1028+70             	27.92	44	3837072
  ESO553-046                    	29.13	392	6698846
  ANDROMEDA28                   	24.45	-120	776247
  ANDROMEDA29                   	24.59	-13	827942
  PGC002666                     	24.32	-204	731139
  PGC002121                     	24.34	-171	737904
  [RC2]A0113+33                 	24.02	-43	636796
  ANDROMEDA15                   	24.47	-164	783430
  ESO361-019                    	30.24	2155	11168632
  PGC003184                     	34.7	6948	87096359
  UGC02915                      	34.48	5360	78704579
  UGC05349                      	32.17	1362	27164393
  IC3101                        	31.23	1368	17619760
  PGC066242                     	32.62	2374	33419504
  NGC1744                       	29.95	594	9772372
  ESO488-060                    	32.03	1623	25468303
  ESO359-003                    	30.7	1449	13803843
  UGC06679                      	34.36	5193	74473197
  PGC023146                     	34.07	4193	65162839
  NGC3245A                      	32.12	1281	26546056
  ESO501-080                    	30.48	844	12473835
  NGC5169                       	33.41	2500	48083935
  ESO526-011                    	34.65	5916	85113804
  IC2130                        	31.05	1670	16218101
  ESO482-011                    	30.8	1493	14454398
  UGC09991                      	33.07	2010	41114972
  NGC1179                       	31.26	1717	17864876
  UGC06104                      	33.52	2867	50582466
  PGC083758                     	33.88	7104	59703529
  NGC4233                       	32.59	2200	32960971
  NGC6575                       	35.03	7072	101391139
  NGC0452                       	34.12	5109	66680677
  NGC0803                       	31.66	2180	21478305
  NGC0918                       	31.07	1582	16368165
  UGC01839                      	32.18	1562	27289778
  NGC3109                       	25.56	193	1294196
  PGC166084                     	27.71	205	3483373
  PGC044532                     	29.99	874	9954054
  NGC0185                       	24.11	-17	663743
  NGC0147                       	24.25	-4	707946
  NGC1300                       	30.81	1505	14521116
  UGC02134                      	33.08	4676	41304750
  NGC6586                       	32.84	3312	36982818
  CRATER                        	21.1	0	165959
  NGC6643                       	31.53	1683	20230192
  NGC0029                       	34.45	4949	77624712
  UGC00903                      	32.83	2628	36812897
  UGC09758                      	35.11	6586	105196187
  UGC01104                      	29.39	791	7550922
  NGC0672                       	29.29	545	7211075
  NGC0769                       	33.52	4538	50582466
  NGC0799                       	34.5	5862	79432823
  UGC03561                      	34.66	5714	85506671
  NGC2336                       	32.51	2347	31768741
  UGC04078                      	32.15	2018	26915348
  NGC6264                       	35.79	10314	143879858
  NGC6384                       	31.93	1783	24322040
  NGC6495                       	33.26	3293	44874539
  UGC11055                      	32.93	3091	38547836
  NGC6689                       	30.62	694	13304544
  UGC11289                      	33.56	4178	51522864
  NGC6675                       	32.91	2702	38194427
  UGC11320                      	34.37	3998	74816950
  UGC11891                      	29.64	688	8472274
  UGC11921                      	31.51	1864	20044720
  NGC7231                       	30.8	1312	14454398
  NGC7250                       	30.68	1389	13677288
  NGC7282                       	33.38	4764	47424199
  PGC070600                     	35.55	9784	128824955
  UGC12350                      	32.05	2316	25703958
  NGC7817                       	32.23	2470	27925438
  UGC00542                      	33.67	4663	54200089
  NGC0523                       	34.32	4906	73113908
  NGC0691                       	32.84	2769	36982818
  IC0167                        	31.46	3038	19588447
  PGC010217                     	27.7	173	3467369
  NGC1140                       	31.29	1472	18113401
  IC2006                        	31.49	1236	19860949
  NGC1637                       	30.41	638	12078138
  IC0381                        	32.07	2626	25941794
  NGC2268                       	32.48	2382	31332857
  PGC023347                     	33.74	4766	55975760
  UGC04332                      	35.65	5440	134896288
  UGC05364                      	24.47	-17	783430
  NGC3136B                      	31.62	1567	21086281
  NGC3264                       	30.57	996	13001696
  NGC3347A                      	32.97	2564	39264494
  NGC3347B                      	32.94	2971	38725764
  NGC3389                       	31.43	1204	19319683
  NGC3486                       	30.68	647	13677288
  NGC3510                       	31.12	676	16749429
  NGC3614                       	32.7	2364	34673685
  NGC3666                       	31.14	972	16904409
  NGC3686                       	31.01	1090	15922087
  NGC3659                       	31.67	1222	21577444
  NGC3733                       	31.73	1254	22181964
  NGC3756                       	31.56	1358	20511622
  NGC3928                       	30.89	1030	15066071
  NGC4017                       	33.5	3433	50118723
  NGC4116                       	31.17	1213	17139573
  NGC4193                       	32.78	2407	35974934
  IC3365                        	31.33	2315	18450154
  NGC4485                       	29.75	529	8912509
  IC3476                        	30.32	-218	11587774
  NGC4525                       	30.23	1184	11117317
  NGC4534                       	30.89	844	15066071
  IC3591                        	31.28	1567	18030177
  NGC4656                       	28.6	665	5248075
  NGC4672                       	33.73	3113	55718575
  NGC4684                       	30.63	1503	13365955
  NGC4696                       	32.79	2799	36140986
  NGC4729                       	32.39	3164	30060763
  NGC4921                       	34.9	5485	95499259
  PGC044416                     	33.81	7627	57809605
  UGC08146                      	31.52	772	20137242
  NGC5011                       	33.11	2943	41879357
  NGC5102                       	27.92	315	3837072
  NGC5195                       	29.4	560	7585776
  NGC5290                       	32.59	2639	32960971
  NGC5523                       	31.67	1092	21577444
  NGC5690                       	31.45	1752	19498446
  NGC5595                       	32.29	2634	28707806
  NGC5783                       	33	2499	39810717
  NGC5673                       	32.89	2205	37844258
  IC1029                        	33.56	2502	51522864
  NGC5951                       	32.09	1848	26181830
  ESO137-006                    	34.56	5328	81658237
  UGC11132                      	33.53	3036	50815944
  NGC6255                       	31.49	1082	19860949
  IC4943                        	32.48	2885	31332857
  UGC11635                      	34.27	4996	71449633
  UGC11723                      	34.26	5045	71121351
  IC5152                        	26.46	83	1958845
  NGC7200                       	32.69	2871	34514374
  UGC11973                      	33.56	4438	51522864
  NGC7264                       	34.7	4495	87096359
  NGC7497                       	31.1	1885	16595869
  PGC072139                     	34.87	6755	94188960
  NGC7721                       	32.51	2112	31768741
  NGC2188                       	29.62	549	8394600
  UGC08333                      	31.66	953	21478305
  NGC5557                       	32.58	3295	32809529
  UGC07218                      	30.88	831	14996848
  UGC06816                      	32.16	969	27039584
  NGC7292                       	29.17	1197	6823387
  NGC5283                       	33.23	3274	44258837
  NGC2894                       	33.87	2016	59429216
  ESO594-004                    	25.17	7	1081434
  ESO245-007                    	23.2	-142	436516
  NGC2271                       	32.49	2408	31477483
  NGC2380                       	32.03	1575	25468303
  NGC1537                       	31.81	1272	23014418
  NGC3136                       	31.93	1490	24322040
  NGC3250                       	33.13	2577	42266861
  NGC3258                       	32.51	2584	31768741
  NGC3268                       	32.69	2583	34514374
  NGC3923                       	31.51	1369	20044720
  NGC4033                       	31.6	1462	20892961
  NGC5237                       	27.61	206	3326596
  NGC5061                       	32.31	1900	28973436
  NGC6861                       	32.22	2797	27797133
  IC2311                        	31.82	1631	23120648
  NGC7029                       	32.9	2757	38018940
  IC4797                        	32.22	2654	27797133
  NGC7196                       	33.25	2850	44668359
  ESO245-005                    	28.3	309	4570882
  ESO349-031                    	27.53	214	3206269
  UGC07354                      	30.94	1441	15417005
  ESO381-020                    	28.69	423	5470160
  ESO444-084                    	28.35	460	4677351
  PGC045084                     	28.92	622	6081350
  ESO325-011                    	27.66	396	3404082
  ESO323-025                    	33.48	4052	49659232
  ESO268-044                    	32.88	3303	37670380
  ESO322-042                    	32.71	3748	34833732
  NGC4603A                      	32.47	3512	31188896
  ESO437-004                    	33.44	3094	48752849
  ESO437-034                    	33.59	3561	52239619
  NGC3095                       	32.46	2512	31045596
  NGC3285                       	34.15	3183	67608298
  NGC3729                       	31.62	1084	21086281
  NGC4218                       	30.97	762	15631476
  UGC06923                      	31.1	1157	16595869
  UGC06940                      	31.98	1184	24888573
  UGC06969                      	31.95	1185	24547089
  NGC0658                       	33.26	3064	44874539
  NGC0493                       	31.8	2501	22908677
  NGC1507                       	30.1	813	10471285
  NGC2633                       	31.98	2291	24888573
  NGC2701                       	32.62	2375	33419504
  NGC2770                       	32.13	1911	26668587
  NGC3320                       	32.64	2357	33728731
  NGC2424                       	33.45	3340	48977882
  NGC4793                       	32.14	2508	26791683
  NGC3976                       	32.64	2408	33728731
  NGC3689                       	33.28	2702	45289758
  NGC5894                       	33.06	2619	40926066
  NGC3471                       	31.92	2202	24210290
  NGC4284                       	34.2	4294	69183097
  NGC5012                       	32.91	2612	38194427
  UGC12178                      	31.93	2086	24322040
  UGC12857                      	32.18	2578	27289778
  NGC6239                       	31.93	1098	24322040
  NGC5899                       	33.15	2714	42657952
  NGC5707                       	33.26	2315	44874539
  NGC2681                       	31.16	714	17060824
  NGC5566                       	31.52	1521	20137242
  NGC2950                       	30.85	1397	14791084
  NGC5427                       	32.26	2636	28313920
  NGC1134                       	32.89	3687	37844258
  PGC014241                     	27.37	213	2978516
  NGC3583                       	32.42	2154	30478950
  UGC08630                      	32.31	2463	28973436
  NGC4159                       	31.26	1896	17864876
  ESO104-022                    	29.76	698	8953648
  ESO104-044                    	29.94	679	9727472
  ESO145-025                    	31.1	1776	16595869
  PGC039228                     	28.33	229	4634469
  UGC07298                      	28.12	247	4207266
  PGC166185                     	26.48	134	1976970
  NGC6221                       	30.22	1376	11066238
  UGC00477                      	32.93	2784	38547836
  NGC4220                       	31.37	978	18793168
  NGC4274                       	31.44	917	19408859
  NGC4235                       	31.36	2346	18706821
  NGC5448                       	32.63	2121	33573761
  NGC3026                       	31	1430	15848932
  UGC07699                      	31.32	529	18365383
  UGC05470                      	22.11	174	264241
  UGC10822                      	19.53	-101	80538
  NGC6907                       	33.18	3246	43251383
  NGC0024                       	29.32	574	7311391
  IC3509                        	31.1	2012	16595869
  NGC3077                       	27.93	98	3854784
  PGC023521                     	27.68	226	3435579
  NGC0292                       	18.97	21	62230
  NGC6104                       	35.74	8513	140604752
  NGC5408                       	28.63	366	5321083
  IC4662                        	27.03	196	2546830
  NGC1560                       	27.38	106	2992265
  SEGUE1                        	16.8	114	22909
  NGC3599                       	31.52	769	20137242
  NGC4540                       	30.51	1244	12647363
  NGC4437                       	29.62	1037	8394600
  UGC05288                      	30.3	435	11481536
  NGC3206                       	31.41	1224	19142559
  NGC4904                       	31.09	1113	16519618
  NGC5669                       	30.83	1388	14655478
  IC0809                        	31	147	15848932
  IC3586                        	31.07	1667	16368165
  IC0065                        	32.34	2796	29376497
  NGC3254                       	32.8	1327	36307805
  NGC3259                       	32.55	1775	32359366
  NGC4100                       	31.5	1178	19952623
  UGC04879                      	25.68	14	1367729
  NGC7743                       	31.36	1828	18706821
  NGC4038                       	31.95	1477	24547089
  NGC4039                       	30.62	1471	13304544
  NGC3032                       	31.5	1493	19952623
  NGC4150                       	30.92	237	15275661
  NGC4753                       	31.5	1159	19952623
  UGC12914                      	33.49	4518	49888449
  IC3470                        	31.01	1434	15922087
  IC3652                        	31.01	578	15922087
  ESO364-029                    	29.78	596	9036495
  NGC2369                       	32.61	3020	33265955
  PGC095594                     	28.46	242	4920395
  PGC2801050                    	29.04	185	6426877
  UGC03476                      	29.23	436	7014553
  UGC05427                      	29.26	433	7112135
  NGC0784                       	28.65	304	5370318
  UGC08638                      	28.16	301	4285485
  PGC015439                     	27.53	18	3206269
  NGC0214                       	33.8	4688	57543994
  NGC2906                       	33.15	2156	42657952
  NGC2916                       	32.96	3637	39084090
  NGC5205                       	32.63	1887	33573761
  NGC5520                       	32.91	1991	38194427
  NGC5656                       	33.88	3232	59703529
  NGC5633                       	32.81	2437	36475395
  NGC5772                       	35.12	4983	105681751
  NGC5720                       	35.41	7909	120781384
  NGC5980                       	33.5	4164	50118723
  NGC6063                       	33.09	2916	41495404
  NGC7311                       	33.76	4696	56493697
  ESO138-014                    	31.66	1395	21478305
  IC1153                        	31.26	6050	17864876
  PGC065367                     	24.94	-26	972747
  PGC086668                     	29.73	397	8830799
  UGC08508                      	27.07	168	2594179
  PISCESB                       	29.75	712	8912509
  PISCESA                       	28.76	366	5649370
  IC0719                        	31.87	1741	23659197
  NGC4460                       	29.89	543	9506048
  NGC6010                       	32.33	2079	29241524
  UGC01378                      	33.36	3111	46989411
  NGC0448                       	32.39	1988	30060763
  NGC4389                       	30.73	770	13995873
  NGC2748                       	31.22	1608	17538805
  NGC3403                       	32.11	1389	26424088
  NGC5740                       	32.33	1565	29241524
  NGC7241                       	33.8	1642	57543994
  NGC4470                       	31.18	2268	17218686
  NGC4030                       	32.17	1351	27164393
  NGC3423                       	30.35	886	11748976
  NGC4487                       	30.25	921	11220185
  NGC7814                       	30.8	1203	14454398
  NGC0045                       	29.11	491	6637431
  IC0010                        	24.5	-147	794328
  NGC0150                       	31.62	1577	21086281
  NGC0157                       	32.24	1719	28054336
  PGC002501                     	36.74	16653	222843515
  ESO540-016                    	32.13	1582	26668587
  IC1613                        	24.39	-153	755092
  UGC00685                      	28.41	273	4808393
  NGC0360                       	32.42	2179	30478950
  NGC0406                       	31.61	1369	20989399
  NGC0450                       	31.21	1836	17458222
  NGC0596                       	31.67	1936	21577444
  NGC0613                       	32.11	1446	26424088
  NGC0578                       	31.23	1614	17619760
  NGC0636                       	32.35	1883	29512092
  NGC0681                       	33.24	1761	44463127
  NGC0720                       	32.19	1717	27415742
  UGC01493                      	33.44	4274	48752849
  NGC0759                       	34.16	4779	67920363
  IC1783                        	32.85	3280	37153523
  NGC0818                       	33.83	4377	58344510
  ESO544-027                    	33.13	2438	42266861
  NGC0935                       	32.98	4248	39445730
  NGC0907                       	32.06	1615	25822602
  NGC0908                       	31.26	1466	17864876
  NGC1035                       	31.17	1249	17139573
  NGC1052                       	31.22	1469	17538805
  NGC1055                       	31.43	1004	19319683
  NGC1097                       	30.84	1188	14723125
  NGC1087                       	30.46	1527	12359474
  NGC1090                       	32.24	2883	28054336
  NGC1145                       	32.11	2004	26424088
  PGC100170                     	27.24	257	2805434
  ESO356-018                    	31.2	1336	17378008
  NGC1199                       	32.58	2630	32809529
  NGC1163                       	32.89	2228	37844258
  IC1913                        	31.7	1343	21877616
  NGC1255                       	30.99	1603	15776113
  NGC1232                       	30.91	1540	15205475
  NGC1313                       	28.17	302	4305266
  IC1914                        	31.89	887	23878113
  NGC1275                       	34.46	5365	77983011
  NGC1351                       	31.39	1362	18967059
  ESO418-009                    	31.31	859	18281002
  NGC1336                       	31.29	1301	18113401
  NGC1339                       	31.48	1281	19769696
  NGC1353                       	32.13	1446	26668587
  NGC1395                       	31.89	1607	23878113
  NGC1386                       	31.07	773	16368165
  NGC1379                       	31.39	1202	18967059
  NGC1365                       	31.19	1516	17298164
  IC1962                        	31.8	1719	22908677
  NGC1404                       	31.51	1822	20044720
  NGC1419                       	31.77	2004	22594358
  NGC1398                       	31.97	1297	24774221
  ESO482-035                    	32.06	1786	25822602
  NGC1439                       	32.11	1573	26424088
  NGC1426                       	31.84	1350	23334581
  NGC1427                       	31.41	1263	19142559
  ESO482-046                    	31.78	1416	22698649
  NGC1484                       	30.81	906	14521116
  ESO054-021                    	30.92	1256	15275661
  NGC1543                       	31.49	997	19860949
  NGC1549                       	31.45	1071	19498446
  NGC1519                       	31.3	1732	18197009
  NGC1518                       	29.46	826	7798301
  NGC1574                       	31.47	867	19678863
  NGC1553                       	31.3	976	18197009
  NGC1566                       	28.94	1329	6137620
  NGC1559                       	31.02	1117	15995580
  ESO551-016                    	31.12	1679	16749429
  ESO202-035                    	32.13	1699	26668587
  NGC1792                       	30.1	1038	10471285
  NGC1752                       	33.27	3472	45081670
  PGC017475                     	35.04	6910	101859139
  IC0416                        	33.5	3048	50118723
  NGC2325                       	32.02	1954	25351286
  ESO490-036                    	32.57	1741	32658783
  NGC2320                       	34.48	5948	78704579
  ESO490-028                    	31.94	1950	24434306
  ESO162-017                    	30.37	875	11857687
  IC0467                        	31.89	2178	23878113
  ESO257-019                    	32.77	2647	35809644
  NGC2434                       	31.65	1237	21379621
  NGC2397                       	31.48	1143	19769696
  ESO123-009                    	32.78	2994	35974934
  ESO123-016                    	32.58	3030	32809529
  UGC03804                      	33.12	2992	42072663
  UGC04133                      	35.38	8968	119124201
  ESO035-018                    	32.11	1562	26424088
  ESO123-023                    	33.05	2689	40738028
  PGC023338                     	34.46	4950	77983011
  ESO495-021                    	29.58	644	8241381
  UGC04375                      	33.02	1978	40179081
  PGC024778                     	32.91	2724	38194427
  ESO563-021                    	34.71	4376	87498378
  ESO563-017                    	33.96	3251	61944108
  ESO563-014                    	32.04	1505	25585859
  ESO563-028                    	33.01	2417	39994475
  NGC2715                       	31.89	1465	23878113
  PGC027158                     	32.83	2482	36812897
  NGC2763                       	31.95	1694	24547089
  ESO564-023                    	35.22	7531	110662378
  NGC2784                       	29.94	482	9727472
  ESO497-018                    	34.91	4904	95940063
  IC0529                        	32.33	2380	29241524
  ESO564-031                    	33.95	4951	61659500
  NGC2835                       	29.53	677	8053784
  NGC2844                       	33.32	1472	46131757
  ESO061-008                    	33.22	3155	44055486
  ESO498-003                    	32.53	2154	32062693
  NGC2865                       	32.87	2512	37497300
  NGC2919                       	32.9	2406	38018940
  ESO373-012                    	32.5	2421	31622777
  PGC027747                     	32.65	1682	33884416
  NGC2935                       	32.82	2068	36643757
  ESO434-023                    	33.25	2313	44668359
  NGC2974                       	31.64	1728	21281390
  ESO499-005                    	33.48	4088	49659232
  NGC2997                       	29.25	868	7079458
  NGC3055                       	31.97	1680	24774221
  IC2523                        	31.17	2393	17139573
  ESO499-022                    	32.92	2001	38370725
  IC2522                        	32.38	2796	29922646
  NGC3078                       	32.71	2352	34833732
  NGC3087                       	32.7	2416	34673685
  NGC3098                       	31.24	1241	17701090
  ESO435-019                    	32.02	2595	25351286
  NGC3089                       	32.3	2493	28840315
  ESO567-006                    	34.45	3524	77624712
  IC2536                        	32.3	2511	28840315
  IC2537                        	32.73	2576	35156044
  IC2539                        	32.47	2620	31188896
  NGC3169                       	31.52	1096	20137242
  NGC3120                       	31.67	2571	21577444
  PGC029653                     	25.59	163	1312200
  NGC3175                       	30.8	879	14454398
  NGC3157                       	32.43	2623	30619634
  NGC3193                       	32.64	1299	33728731
  ESO375-026                    	32.96	2913	39084090
  NGC3309                       	33.66	3886	53951062
  ESO501-011                    	33.84	3566	58613816
  ESO436-034                    	34.39	3416	75509223
  ESO317-041                    	34.78	5649	90364947
  ESO436-039                    	34.11	3278	66374307
  ESO501-001                    	33.63	3603	53210826
  NGC3318                       	32.64	2554	33728731
